model,nafmfactor,kahfactor,hcnffactor,lvamvhalf,hvahslope,gnapbar,kamfactor,nafhslope,hvahfactor,nafhfactor,hvamslope,kdrnvhalf,hcnmifd,naphslope,gkdrbar,kahslope,nafhvhalf,hvamvhalf,kahvhalf,naphfactor,hcnratio,ghcnsbar,napmvhalf,kmmfactor,nafmvhalf,glvabar,napmfactor,lvamslope,kmvhalfl,lvahslope,gkmbar,naphvhalf,lvahvhalf,kamvhalf,kmkl,hvamfactor,CM,hvahvhalf,Rm,lvamfactor,nafmslope,ghvabar,kdrnfactor,napmslope,hcnsfactor,hcnmiso,gkabar,kamslope,gnafbar,hcnmisd,kdrnslope,gskbar,hcnmifo,tauca,lvahfactor
299,0.85289598,1.162595,1.128273,-54.175362,9.3981161,30668.527,1.029006,5.744318,1.087059,0.89173597,7.5280862,-18.494827,9.1313286,11.452334,4722256,8.9239817,-25.929972,14.999495,-53.744251,0.937464,1.8660949,53292.555,45.18008,1.093261,-24.89752,131113.03,0.807908,7.645288,-44.278038,7.6918521,133085.11,44.699646,-90.43911,-21.048864,-10.824162,1.199421,0.75177401,40.15736,70788.281,1.15286,10.626158,128106.7,1.056585,4.0522871,1.164396,-1.8420579,20170.785,12.386586,2442879.8,14.73884,22.211769,61263.871,72.165939,100.78301,0.96972299
300,0.98747098,1.139109,0.87395197,-52.161224,7.8898249,33002.496,0.96099401,6.0044179,0.91886699,1.000734,7.5902491,-16.579945,8.5176888,11.87812,5218925,9.1964045,-25.53607,8.4039974,-61.599712,1.066805,1.757066,26655.922,50.553696,0.91877502,-24.835875,151182.94,1.090837,7.8510408,-40.134762,6.2247081,122957.2,51.299103,-85.185448,-21.849421,-10.231915,0.84225202,0.75279099,35.079506,31525.717,0.97866797,8.4050264,302206.97,0.83965498,4.1872821,0.90280199,1.179037,26866.502,14.109233,6757618.5,16.967888,16.510826,54157.906,70.358139,80.397202,1.048358
301,0.97924298,0.90707803,1.086121,-54.33387,10.702776,18689.846,1.127477,5.4336548,1.0058579,1.169335,9.278779,-22.431791,9.5459042,11.016568,3469651.5,8.7507248,-25.669147,13.285463,-61.354393,1.030496,1.854267,46130.16,44.125679,0.98162901,-27.670883,60282.934,1.097057,6.7980928,-42.884186,5.9484549,93764.781,48.795719,-84.687065,-16.857452,-11.479921,0.88746101,1.1275409,40.787579,64497.664,0.98114401,9.0850859,320008.84,0.91362202,3.6816249,0.83962101,-1.028501,28289.42,12.384518,3443113.2,14.097144,20.72929,31742.248,73.423584,86.946121,1.011178
302,1.012542,0.81800401,0.997917,-55.546291,7.2256122,25865.156,0.99569899,5.5354042,1.095122,1.098732,10.074646,-20.345272,8.8592272,9.214592,3845330,9.8032293,-20.255154,9.6093845,-58.571316,0.90586901,1.587103,30796.609,47.411636,1.143159,-21.169872,103273.17,0.92963898,7.982235,-39.958698,6.7346911,223515.14,45.07132,-87.029739,-15.871977,-10.262004,1.035197,1.229405,41.96096,23834.723,0.91629899,10.852505,251223.83,1.024626,3.9239049,1.1331969,3.6295481,16619.176,12.793624,7339638,15.86283,20.681305,51187.195,69.920082,108.79391,0.88880402
303,0.9738,1.061273,0.875866,-56.053642,8.0948267,34982.59,1.074827,6.8621049,1.078864,0.90585101,8.4970207,-18.256598,7.9532962,8.4626379,3437724.2,9.2489681,-25.658619,12.284544,-56.903049,0.95446402,1.980195,47685.668,47.655972,1.197827,-22.747881,77411.156,1.121929,9.6917801,-38.515816,6.7929368,202704.62,52.22649,-90.644722,-23.103527,-8.4392109,0.86902201,1.05911,41.510101,22491.949,0.84603101,11.106263,181389.7,1.111462,5.0221319,0.86283499,3.6709361,19510.852,14.700161,4821597.5,14.580219,22.272142,60646.801,74.702118,56.117119,0.98742503
304,0.91999,0.94153798,1.140065,-47.911743,9.1054659,20370.498,0.86386901,6.4989128,0.88192201,1.030633,8.7425871,-20.642954,10.137504,8.488946,3960747.8,9.4835835,-26.355518,6.388504,-60.212585,1.080874,1.61869,42014.602,47.971355,0.81035,-24.423906,70013.141,0.95025897,8.095871,-38.626434,7.1912131,178548.98,45.831398,-88.600983,-17.773172,-11.509546,0.87869501,0.79994601,40.067471,31610.428,1.16458,9.7186565,263735.88,0.92704201,4.4094219,1.004805,0.95985901,48032.906,16.70224,5109739.5,14.242379,19.909063,32913.945,71.332123,143.88669,1.05047
305,1.02083,0.87426603,0.93355602,-56.795475,10.541901,44587.48,0.92899603,4.9120011,0.93289602,1.054553,9.5923481,-19.60747,8.4305925,9.4210491,1675978.1,9.7599936,-18.844955,8.3842697,-53.749443,1.034409,1.697024,28543.939,44.417374,1.03909,-24.546509,113031.07,1.094582,8.4394236,-35.212177,7.734098,95846.594,50.918831,-89.052399,-23.007626,-10.438608,0.811095,0.84526998,36.776558,72177.82,0.96785903,9.933383,165828.91,1.144083,3.7534139,0.82356399,4.2322369,20143.857,13.096772,8319465.5,16.591137,19.731298,59908.52,75.134033,43.053894,1.0933
306,0.81992799,1.076947,0.84895301,-56.797482,8.419405,65924.18,0.90117902,6.6810498,0.92502201,0.87876898,7.6699839,-12.844607,10.778827,8.54002,4496643.5,9.116251,-18.886377,7.9282808,-57.706299,0.93920302,1.517223,20211.271,48.055702,1.131775,-24.868872,129778.04,0.82515401,9.7532082,-36.821926,7.3981948,100500.27,51.199619,-89.345062,-21.733212,-9.8825693,1.101193,0.80687201,37.399837,26372.426,0.80497998,9.1379108,246475.14,0.93101603,4.8572211,0.91347897,2.9524479,21535.275,17.657557,4677383.5,17.275225,21.683958,79158.641,70.084511,106.93118,0.81603497
307,1.0889651,1.05285,1.005867,-50.644814,8.4683514,20207.102,0.89332098,5.8123479,0.93195301,0.92092597,9.6343966,-14.425416,9.4468584,10.964863,2838709.5,8.1977787,-26.712299,12.259688,-56.443722,0.836209,1.749997,25547.25,47.92448,0.81147498,-22.515087,43465.059,0.93920302,8.9185867,-35.627117,5.8769722,216275.53,49.956936,-91.095093,-20.458145,-8.121006,0.97567397,0.89771199,38.991093,38005.465,0.82012099,10.79911,103804.14,0.92315298,3.7651391,1.012656,0.62749898,35579.973,14.368809,7185822.5,18.821133,17.323021,79099.266,79.067276,110.84614,1.081911
308,1.178983,0.94182801,1.010112,-48.352097,8.6514425,48918.602,1.0310971,5.6720529,1.192492,0.95540297,8.4361792,-15.523009,10.979609,11.480275,5322664,9.8282022,-27.355658,15.58855,-58.398731,0.832017,1.558768,26575.537,51.925259,0.94537199,-23.605736,126273.33,1.1979721,7.2453961,-36.21693,5.3647461,70002.125,53.192833,-89.615128,-13.307274,-11.905615,0.911645,1.229718,41.80048,65756.023,1.011444,8.2348413,341221.97,0.803487,4.2321372,1.176285,2.0041881,36139.062,17.7057,4362788.5,13.379065,20.863216,62512.48,77.986351,67.802574,1.1745681
309,0.83523703,1.1054651,0.88694602,-52.745365,9.0935898,33207.043,0.81558597,5.9738889,1.149927,0.91189498,9.3798218,-18.588461,10.043025,11.587092,2980317.5,8.2409868,-27.827244,12.658095,-58.998875,0.80856901,2.038723,53369.758,47.669441,1.106501,-21.746445,70367.695,1.171775,7.8683572,-41.355087,6.339108,240839.62,47.12962,-87.60247,-19.693562,-8.4283876,1.189793,1.043869,41.150368,55707.961,0.82602203,9.8633947,108514.69,1.063009,4.3000398,1.027885,7.5666261,39914.715,16.310148,7183530,15.288454,20.640858,39956.75,75.098213,64.949257,0.81507599
310,0.86648202,1.114985,0.99107301,-50.417709,9.3435497,29386.881,1.082999,5.6539679,1.043723,1.026894,9.4909306,-17.711065,9.6075754,10.34065,6249963,7.492137,-27.8997,14.648657,-59.409897,0.99174201,1.887825,26121.973,46.298615,1.108389,-25.243099,85262.734,1.145893,6.7925429,-36.103241,7.1699162,75741.461,46.07275,-87.098221,-20.471449,-10.958213,0.81628102,1.096236,32.240608,52059.055,0.82424498,8.9698668,192793.83,0.98452002,4.8967428,1.0520101,2.587256,43290.738,12.879195,6742118,18.4326,20.20093,63731.18,77.480873,52.356941,0.92561197
311,0.83458197,0.92288798,0.93295503,-57.034935,7.5319619,52753.488,0.90211201,5.4440918,0.97034299,1.119742,6.8945551,-14.800319,11.166959,11.401312,3308500,7.6457028,-26.738323,6.5737219,-57.723816,1.096386,2.0181849,36442.262,49.371326,1.049659,-25.899105,135946.47,1.147819,8.6712494,-38.84565,5.4016681,140510.36,49.333672,-88.198402,-15.142075,-9.3809433,0.81628901,1.011291,34.037998,50094.387,1.130845,8.1069422,141730.72,0.84081501,3.707319,1.124324,7.6429062,36490.742,14.724912,3747807,15.999677,17.93342,48268.91,70.914597,155.48058,1.019329
312,0.83007902,0.958655,0.80000001,-57.431,7.4775438,46306.352,1.12332,4.9790678,0.96643198,0.80000001,7.456079,-16.031374,7.8239999,11.378603,1500000,9.4716101,-21.485397,6.0999999,-60.544449,1.0994281,1.54934,16000,49.927746,1.051445,-21.61017,131895.11,1.056752,6.7844472,-45,5.3417602,115137.91,50.823551,-88.182327,-18.061384,-8.7880268,0.80000001,0.80437303,34.582436,20000,0.909091,10.980152,129193.12,1.072588,4.7657661,0.80000001,4.763051,12500,13.07393,6638864.5,15.304618,15.719,100848.65,70.84832,39,0.80000001
313,1.159844,1.01861,1.2,-47.431,10.702003,26162.596,0.87405002,6.2326679,1.14371,1.2,8.8036451,-20.537333,11.736,11.039563,6400000,9.2463264,-24.447294,16.1,-53.527065,1.124396,1.718435,67000,43.917057,1.02621,-24.048241,149101.48,1.096251,9.6069078,-35,8.01264,134991.81,46.886749,-83.692101,-18.688847,-10.021312,1.2,1.152246,37.186226,80000,0.965918,10.760988,310717.06,0.948502,4.3635702,1.2,5.8824768,50000,17.226034,3482263.8,14.659649,23.586,58486.348,78.360863,156,1.2
314,1.040665,0.907516,1.1466039,-54.168858,7.2258511,35461.059,1.128863,5.7883348,0.86457199,0.859828,9.6363497,-18.286354,9.2720089,8.0593901,4706524,6.7982702,-24.104342,12.271005,-54.483215,0.93010098,1.596226,33748.168,46.454433,0.93707299,-25.30905,62488.242,0.96934301,8.8986826,-36.354195,7.0503168,133845.66,48.078701,-88.231262,-21.032255,-9.5921659,0.82959199,0.81006098,40.504074,77757.844,0.81216103,9.8750668,249995.88,0.97734302,4.7634749,1.15446,-0.18529201,22331.4,13.398696,5917097,17.502789,19.463526,46087.086,77.136932,147.14838,1.14516
