model,nafmfactor,kahfactor,hcnffactor,lvamvhalf,hvahslope,gnapbar,kamfactor,nafhslope,hvahfactor,nafhfactor,hvamslope,kdrnvhalf,hcnmifd,naphslope,gkdrbar,kahslope,nafhvhalf,hvamvhalf,kahvhalf,naphfactor,hcnratio,ghcnsbar,napmvhalf,kmmfactor,nafmvhalf,glvabar,napmfactor,lvamslope,kmvhalfl,lvahslope,gkmbar,naphvhalf,lvahvhalf,kamvhalf,kmkl,hvamfactor,CM,hvahvhalf,Rm,lvamfactor,nafmslope,ghvabar,kdrnfactor,napmslope,hcnsfactor,hcnmiso,gkabar,kamslope,gnafbar,hcnmisd,kdrnslope,gskbar,hcnmifo,tauca,lvahfactor
118,1.1588269,1.006858,0.95689601,-54.504833,7.6980491,40295.797,1.147732,5.5720272,0.84689599,0.95242298,9.2281466,-19.013268,11.196216,11.08374,4773763.5,8.0685139,-19.922554,8.0147095,-54.493313,1.1401139,1.622509,29971.83,49.901684,0.83632803,-24.236347,67949.938,1.058255,7.2252569,-42.457966,5.441443,173833.67,45.37112,-84.244507,-16.548063,-8.0075674,1.031948,0.79749203,40.875587,30158.041,0.81579,10.606512,349604.62,0.88247299,5.1915722,0.90802801,0.40297899,14910.39,16.907871,4870406.5,14.067634,18.257765,99153.75,78.242065,58.969589,0.98922598
119,0.89082301,1.120811,0.94091201,-52.18375,8.4399595,22995.66,1.140124,6.5839062,1.071173,0.80825299,8.1626358,-20.142351,9.3344688,10.5041,3281224,7.2090712,-25.332462,14.267514,-62.655872,1.112712,1.629025,26152.723,51.016876,0.91337502,-28.629511,120789.49,1.1669689,9.5624228,-36.719707,6.9307241,90369.914,44.324123,-88.149261,-13.679547,-8.6555281,0.92906201,1.214132,41.941101,26126.312,1.041952,9.4103622,308419.81,0.84658498,3.798413,1.018981,-0.43474901,43717.703,17.130667,6204977.5,17.133465,23.257204,63224.387,72.039925,127.82919,0.940705
120,0.99309301,0.95364201,1.076262,-49.980968,8.332324,48476.227,1.088671,6.011786,1.156204,1.083234,9.3773785,-16.096342,7.8885169,10.289023,5053491.5,6.6946831,-24.918142,9.634223,-60.285519,1.0639679,1.772378,23778.846,50.058712,1.0754499,-21.615082,104634.52,0.993815,7.7999978,-35.557659,6.3132081,108267.35,51.187851,-86.35463,-17.57369,-8.4261274,1.159107,1.164596,33.202614,36795.637,0.96112698,11.015835,130240.41,1.143455,3.5713179,1.199155,4.3583221,47030.387,16.009403,6438768.5,14.873305,20.387581,84223.023,70.254372,151.06679,1.006482
121,0.86388999,0.92667103,0.895491,-52.918377,9.6428986,58098.555,1.17114,4.9645672,0.85540098,0.85802197,9.9359789,-22.497173,8.5200348,11.755367,4723955.5,8.7985315,-25.103548,9.5253859,-62.305801,1.014979,2.063803,33398.5,46.949924,0.91002798,-27.073406,142988.59,1.015342,9.7981491,-43.147545,7.2973518,111575.15,51.7724,-89.363792,-23.138117,-8.4378862,0.85248899,1.055836,38.718056,67536.227,0.888349,8.8617125,251638.89,0.85729402,4.4552131,1.021886,-1.984504,15497.177,14.646277,6988744,16.905552,15.968011,65031.074,78.972221,138.45953,1.040082
122,0.88365102,1.199363,0.97489899,-47.939182,8.7508631,53183.922,1.136513,5.5193882,0.82797903,0.84032899,9.6711311,-13.862414,10.864469,11.066771,2818217,8.857748,-20.211199,8.2606344,-61.847263,0.890917,1.875836,23874.205,45.359261,1.097858,-24.237928,115437.27,0.92619801,7.0760951,-37.57476,5.9103541,143656.12,49.734692,-88.812904,-22.859472,-10.1082,0.889292,1.006207,33.270554,74389.367,1.002829,9.8478737,298476.22,0.84445101,4.8688149,1.09556,4.3114629,28763.52,16.558977,3026364.2,13.318338,16.935347,73359.312,75.855659,136.27567,1.168981
123,0.90201902,1.003333,1.135972,-54.115131,8.8457499,52409.406,0.93155903,6.2208691,1.019191,0.84583002,8.6121826,-19.622484,7.8732748,11.128561,3414818.8,6.7546458,-24.124683,11.728561,-55.734337,0.85931802,1.541705,39323.867,49.186134,1.1674139,-23.71974,77088.273,0.86280602,9.2572889,-41.705334,6.8362441,169583.88,47.664242,-85.299789,-14.385781,-9.9334908,0.851524,1.1644,32.010536,63750.93,0.92111403,9.4242878,104253.96,0.86628199,4.3639202,1.104746,-2.144412,18358.869,15.467854,7529641,15.422936,20.438726,100413.99,69.795601,125.75508,0.88227302
124,1.086988,1.057245,0.94650197,-54.044525,10.4595,42336.891,0.92097998,7.054666,1.115912,0.82407999,8.4199257,-18.77475,11.550155,10.086647,3695493.8,7.7612138,-27.171209,13.310386,-55.478764,0.89409101,2.1958201,23205.502,51.272961,0.94177198,-23.146782,157688.25,1.098714,9.0659437,-40.907459,7.2964869,122173.45,47.953671,-86.405769,-22.540911,-11.483022,1.162643,0.92501199,32.758289,52476.273,0.805538,9.3364925,335398.28,0.89191097,3.5343571,1.049103,0.72979802,13708.064,12.955611,6640941,18.197924,19.995445,57349.047,69.84024,139.52907,1.054834
125,1.072724,0.86608201,1.095347,-55.908897,7.9938488,32505.432,0.93739003,7.0638752,1.003088,0.83413702,6.8213558,-22.08618,11.588927,9.6600809,4314807.5,9.6284914,-21.979273,9.346097,-55.511871,0.93809301,1.6762151,46501.496,47.836197,0.85062599,-22.286064,125546.48,0.901582,8.5355101,-35.476181,5.93468,80127.148,47.603767,-87.877518,-13.98766,-10.62259,0.85954702,0.98579001,32.640972,43642.633,0.91081297,7.629251,350701.66,0.91344303,4.3368511,1.14809,-0.237432,40604.242,17.925585,5243078,17.173441,18.321682,53743.645,77.742325,74.82196,1.010944
126,0.94261801,1.167933,0.88625097,-51.686836,7.4117942,20164.953,1.050777,5.51685,1.093394,1.060081,7.6507111,-18.521711,9.2991419,11.713291,3980551,6.8416409,-25.53713,8.5996561,-61.441235,0.98494101,1.8797441,38306.238,47.941177,0.87069499,-27.098009,104435.29,1.183352,6.9726262,-35.214764,7.6309528,99026.258,44.041534,-85.955322,-19.011246,-9.2948303,0.99730498,1.219303,41.982208,61540.855,0.822106,8.5668888,142993.62,1.14219,3.7386639,0.87703699,3.1273451,32087.084,16.243793,3166391.5,13.949258,16.445057,99210.211,76.104706,89.064224,1.173684
127,1.119274,1.041364,0.95807302,-52.954109,10.407679,27733.916,0.97521102,6.7983141,1.035503,1.097006,8.0431175,-15.515889,10.528314,8.4552288,4119781.8,7.133636,-28.054436,12.61244,-56.215843,1.180052,1.876783,29036.885,45.343597,1.19819,-26.773102,163105,1.191705,7.6542358,-35.424747,6.6161561,75546.422,45.696571,-93.060242,-15.379013,-9.4500866,1.166814,0.780182,34.06929,27106.195,1.023487,10.902283,90044.211,0.95870101,4.205492,1.195406,-1.060027,46332.871,12.416614,4324063,18.541752,15.838021,35464.98,74.513336,92.900154,0.89892602
128,0.95982999,0.80142599,1.094826,-52.156715,7.8839989,30637.504,0.86925799,7.2239099,0.946666,1.108094,7.0899248,-19.812607,11.373165,8.2749186,5534095.5,8.12644,-20.348427,14.030951,-54.739143,1.1464649,1.8485579,24715.447,51.957687,1.011457,-25.103893,59452.656,1.119892,7.9387169,-35.318886,6.3292489,74491.703,49.253937,-89.940025,-20.686991,-9.6275101,1.093635,0.82203698,34.667187,52787.043,0.87916499,7.923511,247847.97,1.16082,4.4008441,0.90946901,1.619639,22813.336,17.564457,3464128.5,14.275383,21.19656,30241.117,77.979813,121.07445,1.051672
129,1.0297379,1.10587,0.892528,-48.487267,10.135108,52602.469,0.83766001,5.1672029,1.053847,1.125145,6.7407932,-19.367355,8.2958279,10.147673,4168573.8,9.7620859,-19.841129,14.363406,-57.439331,0.92804301,1.682727,20938.65,49.916935,1.023586,-26.181887,157326.97,1.011819,9.0131636,-44.575729,6.5173588,73128.438,48.437679,-92.380547,-15.347105,-8.3642387,0.89796197,1.016955,41.304031,70104.742,1.082146,8.4115982,191852.64,0.972121,5.1144819,1.097404,7.531723,18619.73,13.48778,3726433.8,14.543487,19.117817,52453.688,77.234024,147.73819,1.112017
130,0.83143997,1.119648,0.80446798,-48.125828,10.720879,20011.16,1.0761991,6.9977789,0.82681,1.087091,9.3784018,-18.885134,10.215308,11.626769,6316611.5,7.9885521,-19.658482,12.862256,-62.072735,0.85069501,1.9083101,23480.545,44.689861,1.157037,-23.808912,93527.758,0.96849102,9.530736,-35.371544,7.7867918,169033.48,48.918472,-90.74482,-20.802111,-10.91391,1.099367,1.1984349,35.934223,76790.055,0.976412,10.736348,232188.59,1.149168,5.0953588,0.89245802,-1.796481,41894.227,16.516121,7677966,16.606445,16.440027,33935.227,72.647209,111.68555,1.197692
131,1.191461,1.123935,0.989775,-50.071808,9.8566637,65960.727,1.070345,6.5074739,0.95300001,1.028254,9.6250143,-21.637663,11.511472,10.906233,4926606.5,6.95259,-20.937254,6.8896918,-57.034595,1.0145251,1.670169,30412.682,47.126213,1.172195,-21.687305,111502.01,0.88634902,9.4565964,-38.529797,6.440412,83628.734,49.816082,-88.187546,-20.515526,-11.799932,0.82471001,1.0552239,41.415241,67842.484,0.914693,7.5500641,300684.59,0.80453199,4.6455231,0.80891699,2.0907209,42395.137,12.43932,4915169,16.811054,21.340105,49191.555,77.946129,65.579811,1.127423
132,0.88027799,0.88065302,0.94201303,-56.622849,10.257467,26386.451,1.193194,6.0954552,1.0041651,1.049136,8.3796844,-21.894201,7.8675218,8.1172161,3208667.5,8.2740917,-28.338598,12.517365,-55.499283,1.110725,1.983332,47013.875,44.415691,0.83660901,-21.934181,90260.07,1.128453,6.761261,-43.026192,6.9680982,88050.633,47.320965,-84.180443,-18.387844,-9.3465309,0.83261299,0.96619898,35.941597,24456.912,1.0260741,10.725271,262715.25,1.074373,4.080924,1.062498,5.7474852,25936.842,14.906721,3783869.8,13.14018,21.322008,41676.508,74.079575,143.07178,1.047363
133,1.071438,1.163143,0.87277198,-49.674469,9.2178698,55611.535,1.077143,6.161613,1.162338,0.97962201,7.303463,-20.645191,9.6048107,8.7700739,3122950.2,8.7276497,-26.796343,6.7364101,-60.687641,1.187497,1.54187,41468.324,48.248619,1.106426,-23.607319,103439.27,0.85335702,7.0273671,-36.205669,7.5308018,122288.11,49.092957,-88.950241,-16.179983,-11.542403,0.93240499,1.22471,32.511131,57035.918,0.98076999,9.3779278,226483.8,1.052443,3.9987011,1.0064811,-0.153173,35976.816,14.133467,5237515.5,18.42581,18.530075,74364.227,76.625053,86.253868,1.0295039
134,0.88410997,1.026702,0.86681098,-48.77903,9.3706226,44011.863,0.99131697,6.2096,1.140229,1.001087,7.9391689,-16.230013,9.3961926,11.104859,2932318.5,9.8135509,-22.126028,7.7145872,-54.287865,1.069732,2.1611879,29776.039,46.340981,0.82751697,-25.780472,119477.78,1.017267,9.4987564,-38.3069,7.7732768,231088.08,44.852215,-86.817696,-14.582854,-9.4191866,1.0374219,0.990839,38.811359,57525.812,1.141082,8.3329611,91159,0.98424,4.3194518,0.93943202,-0.29861501,33096.453,12.055279,3615042.8,19.047522,18.180134,30326.887,70.7742,56.537792,1.074913
135,0.81151098,1.035013,1.1150711,-51.498165,7.28826,52218.809,0.805915,6.4206252,0.86249799,0.99643499,9.0106335,-20.620571,9.2389421,11.119152,4503221.5,8.486949,-19.500607,7.9246459,-59.66333,0.98145998,1.8016911,40184.234,43.733147,1.142395,-25.379753,112462.45,0.983778,8.1482763,-41.10416,7.4111271,163532.16,49.929623,-85.754089,-18.642828,-9.3505077,0.85164303,1.137817,40.868927,25974.652,1.158085,9.794899,219617.94,1.105994,4.2053332,1.174651,1.809834,34062.258,13.259619,3659700.8,13.071356,17.419521,41835.242,78.059135,119.62542,0.96218902
136,1.142395,1.1699049,0.92077303,-51.390167,7.2396941,17154.32,0.85073102,5.9952841,1.0751621,0.86572701,9.1147814,-17.626829,9.4154568,9.464077,3855139.5,9.1164474,-27.044823,7.6129451,-55.153755,0.93984503,2.0928969,31443.287,44.559811,0.91875201,-24.07777,92764.719,0.87034798,8.3727894,-40.34972,5.4993591,63629.059,47.017998,-93.036217,-16.397768,-8.991848,1.0623471,1.037146,35.050625,23594.861,0.967996,9.9923124,317152.75,0.89500803,3.9701481,0.84839302,4.3733349,21795.822,14.855658,3616713.2,16.05121,16.023626,80633.562,77.545624,119.06146,1.060396
137,0.89179498,0.937105,1.013635,-50.887421,8.842248,59783.078,0.86247802,5.9885392,1.1992019,1.164466,9.6542273,-19.083858,9.059886,9.9274197,5606353,9.7029152,-22.585157,13.366864,-55.872349,1.08808,1.9780639,18717.236,45.926197,0.84438097,-26.675354,148752.61,0.90926898,6.7492719,-38.359818,5.486095,78478.109,49.873138,-89.193359,-16.419189,-8.2073059,0.89548498,1.104582,32.379997,47892.004,0.89222598,9.6726542,101040.7,1.126689,4.0885201,1.19763,-1.999495,23329.951,15.219683,6285722,13.612494,20.142017,90846.117,70.662727,121.34058,1.050562
138,1.166867,1.0295039,0.816266,-49.147388,7.493022,44367.305,0.982472,6.9218512,0.978122,0.86872,9.7156048,-22.009096,8.6559334,8.1472387,2620444.8,8.3958931,-19.90774,8.781559,-62.78223,0.94871902,1.978568,37718.32,45.261944,0.853477,-22.113226,93961.234,1.145326,8.8906126,-39.461498,5.6219049,76937.297,50.896999,-89.496323,-15.546579,-11.506176,0.96648198,1.242219,35.390797,35205.727,1.0432661,7.9272318,345713.09,1.039717,4.0825911,0.90677702,3.9031379,12854.076,15.954492,5360275,16.097778,19.576696,50577.664,71.418411,47.604889,1.085904
139,0.89146501,1.181288,0.92786199,-48.63213,7.1999998,17000,0.80000001,6.693881,0.92961597,1.039717,6.7199998,-22.655001,10.307217,7.9840002,3586662.2,8.1449089,-25.942307,13.161545,-63,0.81923401,1.5,26845.758,43.700001,1.036188,-26.705975,41900,0.99717498,7.4503851,-38.756634,6.4083581,107450.88,43.799999,-87.808044,-14.155455,-8.4988689,1.150448,1.21347,40.007229,53955.289,0.80000001,8.1511116,90000,0.944435,4.1743622,1.145326,-2.1700001,40830.047,12,4250427.5,12.72,20.011572,26000,69.199997,67.993156,1.079602
140,1.033758,1.082462,1.136682,-57.218994,10.8,68000,1.2,5.8725519,1.151955,0.82234597,10.08,-12.655,11.280725,11.976,1733392.6,8.3172226,-23.766291,11.271748,-53,0.94554299,2.2,43508.836,53.700001,1.180353,-29.458595,167600,1.138746,9.321064,-35.661358,6.1721501,106277.79,53.799999,-89.758217,-18.932926,-10.128003,1.089404,0.85681403,38.860542,47870.305,1.2,10.371626,360000,1.186564,3.6039751,1.016106,7.8299999,20288.09,18,2363311.8,19.08,20.983152,104000,79.199997,78.076675,1.049735
141,0.888197,1.165203,0.92891097,-56.860512,10.670987,37312.094,0.98511302,5.3615041,0.81015599,0.89398098,9.1057196,-17.417606,10.276642,11.413085,5990577,9.2375975,-24.619209,10.254051,-59.870975,1.173232,1.822916,20438.396,45.784485,1.155524,-22.62977,76807.781,1.00603,7.638752,-42.16888,6.6387091,140435.61,44.268085,-85.863708,-16.564114,-11.049533,0.98889703,0.96475601,39.508808,61741.289,0.97985101,9.2938089,174604.77,1.174515,3.595767,0.91825998,1.463661,45890.059,16.317701,3428129.5,15.556286,23.194666,47214.52,71.995735,93.578362,1.140762
142,1.1650029,0.87575197,0.99772298,-47.705769,10.25322,66070.062,1.160308,5.32691,0.99249899,0.97324502,8.6577063,-14.431284,10.439198,8.8666706,4284098,6.8177962,-19.237509,9.3681698,-59.408226,0.832003,1.572256,53898.137,48.642452,1.035547,-27.231199,107855.09,1.007709,7.747838,-44.224167,5.6790261,76797.031,52.784039,-91.922691,-16.489922,-9.2778606,0.94287401,1.111885,36.077534,59530.895,1.169048,7.68993,151913.7,1.182887,4.5866222,1.036321,1.6957279,18515.695,16.180246,3176458,13.010544,22.244963,73408.695,70.111168,48.448925,1.113469
143,1.170154,1.159341,1.140453,-48.90593,9.032217,36928.516,0.82138503,6.503983,0.98557198,1.146862,7.208354,-20.628794,10.735484,10.190873,4248879,8.0173426,-19.846222,8.743968,-58.697311,1.106137,1.997383,44120.242,48.394688,1.0690939,-26.573645,167091.98,1.057176,7.236702,-39.166946,6.3127809,111036.46,47.614704,-86.613884,-14.473562,-11.700098,1.0732239,0.99840599,36.03838,45542.043,0.883304,8.6123972,294612.5,1.158787,4.0098548,0.99378002,2.2803979,29826.365,16.627439,4722176,14.217202,19.650732,89168.469,75.371284,61.618858,0.84465402
144,1.079438,1.1829,1.0491689,-47.704357,9.0860844,43115.938,0.85302198,6.489861,0.94379801,0.87957299,9.3408098,-13.579669,10.324424,11.872217,3416151.8,9.6745806,-25.871805,9.8615246,-53.031872,0.89539897,1.673333,50998.066,51.646431,0.83237201,-24.843367,83906.344,0.86438203,7.4769669,-37.574291,7.3608499,89230.367,47.103989,-92.070778,-16.158571,-8.4157753,0.923011,1.150902,39.419167,41057.824,1.0319819,9.9637604,148930.7,0.86957997,4.5689268,0.99109602,7.816186,28623.766,15.048035,7433343,14.960675,19.39629,32380.875,78.820168,134.16147,1.107344
145,1.017151,0.801332,0.930471,-55.420753,7.2550182,46951.547,1.054686,6.431572,0.97240198,1.048154,8.1330223,-19.012094,9.7350721,11.321414,3481465.2,6.738925,-26.641727,10.55693,-53.740379,0.99855,1.760512,33855.922,48.180824,1.0804811,-30.575481,61668.82,0.94125199,7.0877409,-35.105015,5.8026319,96149.312,46.021851,-91.611435,-21.729116,-9.2419157,0.88549101,1.229696,37.740433,46779.02,0.84666502,10.765927,345257.06,1.1645581,5.2240291,1.153978,2.4836709,19612.393,16.916037,4326734.5,18.727917,23.213259,42191.441,79.086754,132.39902,0.86047697
146,0.84250301,0.88041002,1.000895,-49.733166,8.436554,59938.105,0.93866402,5.5958738,1.195799,1.00129,9.075161,-20.513321,11.318201,8.1153517,5399166.5,7.7992902,-25.656734,14.231236,-57.72504,0.836564,1.69401,60015.09,48.001579,0.824691,-24.274549,48680.945,0.89148301,6.8277092,-37.442188,7.904181,176610.73,45.45208,-90.614769,-17.420088,-8.4443827,1.044999,1.104876,38.225941,51241.523,0.897385,9.8779926,218240.02,0.82523203,4.608861,1.133732,2.7297361,40067.66,17.836945,6136958.5,15.949233,17.261646,61476.027,75.9245,106.96339,0.81640601
147,0.98601699,1.060706,1.0715261,-47.475258,9.7316236,26639.475,0.94708002,7.0027838,1.193607,0.96184802,9.5838108,-16.595982,8.5636969,9.7183352,2130547.5,9.0671349,-23.500851,8.3273468,-56.538136,1.171468,1.876907,43238.805,48.057842,1.036136,-25.269398,54616.613,0.958166,9.1327047,-41.872715,7.6079702,209558.61,50.469021,-85.330833,-18.975767,-8.61549,0.91355401,1.203243,38.033192,65392.492,0.81964302,10.010753,277669.72,0.87026799,4.30545,1.0036809,3.5154541,22203.365,17.569834,5212088.5,15.180445,23.40439,40911.977,78.40815,142.5692,1.1044199
148,0.97154599,0.85591501,0.90389597,-48.252506,7.2877622,59616.883,1.136004,6.4504929,0.99157703,0.89826101,7.7673349,-18.721216,11.472641,11.617314,4459412,7.4194822,-19.47946,12.761689,-59.37421,1.143503,2.184505,41747.965,51.36795,1.130041,-22.285933,61865.766,0.94667399,8.3589172,-41.798161,5.5156188,139438.33,51.351028,-90.280045,-18.318417,-11.527536,0.987369,0.98898602,34.417957,55660.461,1.023085,8.7488899,134189.47,0.92572999,3.7452869,0.83880103,3.0038619,44325.16,12.07939,3338445.5,13.048529,16.994417,37599.902,72.675308,44.171814,1.174057
149,0.88501197,1.168519,0.81626999,-55.914566,8.9179544,62917.312,0.830194,7.044621,0.83349597,0.83113199,6.9716539,-19.355862,10.221712,11.835537,3446032,8.9203043,-26.498018,9.8666878,-61.613499,0.98486501,2.184309,52876.707,47.036617,1.055295,-25.770842,55029.664,1.173768,7.9536529,-39.078388,5.4163408,139980.5,50.794968,-93.021996,-13.890943,-10.075138,1.07734,1.1898299,34.144463,58607.57,1.0444061,10.950683,267019.5,1.137887,4.5314631,1.0348459,6.6159801,49531.555,12.543128,2875758,16.997707,17.768427,44415.074,72.278816,50.871834,0.97724003
150,1.163233,1.183349,0.935265,-51.180859,7.9263768,58474.578,0.88617003,5.4070539,0.89425701,0.87226301,8.3234234,-17.044514,9.4047117,9.9231873,4090149.5,8.4203081,-19.96294,14.358526,-56.716438,1.117018,2.0222549,48958.07,50.694969,0.97889698,-21.740164,79999.68,1.151529,8.0945005,-35.711136,7.4927158,113641.41,46.094067,-91.463852,-20.517767,-11.575819,0.867616,1.054688,40.198772,50851.082,0.94009298,8.7957668,101159.12,0.85128403,3.9029901,1.005183,4.0909958,39297.438,16.676067,6636632.5,13.976177,17.425243,37103.543,76.362305,140.34698,1.13901
151,1.116312,1.1478601,0.99686402,-52.182629,7.4064322,38823.602,1.15906,5.8344612,0.86998701,0.93923599,7.8068018,-21.773046,10.783202,10.024929,3101260.2,7.1966462,-24.587381,12.256444,-55.769363,1.017027,2.1291399,38585.828,47.207218,0.99602801,-27.12735,140645.06,1.061829,7.4927959,-38.263641,6.5440068,79680.039,48.578747,-84.361557,-22.323059,-9.6004009,0.81311202,0.93068397,33.10862,50469.27,0.81461,10.162925,117802.98,0.86300802,3.530189,1.143016,4.6610398,29228.082,13.700508,4693321,14.801101,19.257336,78343.352,74.463509,42.563606,1.040115
152,0.86441803,0.96441901,1.002385,-47.612228,8.2634764,37989.801,1.0378031,5.924871,0.85651499,1.12086,8.8852234,-16.957302,8.5420723,9.7452927,3969418,7.3229551,-22.863741,14.218475,-57.612549,0.845442,2.080687,40003.328,47.444584,0.886998,-22.057169,147476.77,1.17124,7.096385,-41.477974,5.45047,128247.28,44.891228,-84.551422,-16.99976,-8.2481308,0.94607401,1.1411,38.179451,60681.719,0.87087899,8.5604296,164795.91,0.958224,4.6610041,0.892968,2.4433939,30413.072,15.954103,3468685.2,17.683371,16.717361,37414.609,69.348541,72.438072,1.175194
153,0.934659,1.192751,1.047369,-50.918888,7.955452,50653.672,0.92554599,6.6742978,0.94088101,0.900159,8.5195923,-14.955234,10.636087,10.584845,4140589.2,9.0561743,-20.179016,9.2823067,-54.05941,0.91122299,1.642051,49854.934,44.250557,0.816688,-23.184769,56628.266,1.070843,7.9691739,-36.230976,7.4309211,113914.89,45.415157,-86.968857,-13.555176,-10.696138,1.032413,1.245441,33.746555,51930.574,1.058506,9.9145041,339611.59,1.0997601,3.804431,0.81759399,1.335673,26510.119,12.491397,6104053,17.707861,18.358387,43867.254,72.128525,148.13068,0.90334702
154,0.86407,1.146632,0.81800902,-50.311523,9.1710796,35761.859,0.862629,6.5476761,0.96965498,0.95525599,9.765542,-15.70887,10.466207,11.91419,2355706.5,9.3099012,-27.912241,14.724066,-56.534714,0.950899,2.007421,42267.703,45.108963,1.184207,-23.926434,125719.19,1.0792789,9.751667,-39.628384,5.5644631,94715.945,49.544319,-89.208771,-20.205898,-11.145636,1.089184,0.84013098,33.59568,58075.949,0.96392298,10.420717,115492.12,1.142653,3.66326,1.1556031,3.9061739,41629.18,12.764499,8184113,18.908459,21.627636,103681.49,76.492538,44.541187,1.151848
155,0.80000001,0.80000001,0.80000001,-57.431,9.1988335,27132.594,0.915259,4.8864002,0.80000001,0.80000001,7.0918622,-12.957201,7.8239999,10.465241,1500000,6.5599999,-28.774,6.0999999,-60.37159,0.80000001,1.7561589,16000,46.307125,0.80000001,-31.138,61548.965,0.80000001,6.5618401,-45,5.3417602,62000,53.443039,-93.165001,-23.299999,-8,0.80000001,0.75,32,20000,1.050754,7.50632,103224.1,0.80000001,3.52,0.80000001,-0.0077340002,12500,13.533217,2100000,16.422501,15.719,32131.188,75.54686,39,0.80000001
156,1.2,1.2,1.2,-47.431,8.7226181,41653.684,1.017261,7.3295999,1.2,1.2,8.8324451,-13.712198,11.736,11.323005,6400000,9.8400002,-18.774,16.1,-58.032326,1.2,1.892259,67000,47.436295,1.2,-21.138,46787.285,1.2,9.8427601,-35,8.01264,248000,44.712471,-83.165001,-13.3,-12,1.2,1.25,42,80000,0.92081702,11.25948,296618.19,1.2,5.2800002,1.2,1.688529,50000,13.830185,8500000,12.770705,23.586,34397.406,74.013336,156,1.2
157,0.946841,1.190339,0.906973,-47.716022,8.2860928,43052.504,1.116443,6.6942048,1.157088,0.95875198,8.7740831,-20.113487,11.700787,11.375566,3108793.5,7.438868,-28.715511,9.9632883,-53.909195,0.941383,1.98004,24317.836,46.202934,1.060954,-23.365519,65701.188,0.80649102,8.4420967,-38.146626,5.4769201,216238.48,50.829124,-91.615074,-18.778606,-9.396203,0.933492,1.0552371,33.75145,26299.055,1.123642,8.9915228,93008.133,1.096447,3.905705,0.95287502,2.6357789,43186.281,17.123383,8350581.5,14.825087,18.230761,27328.43,72.76693,128.145,0.98794699
158,0.90901399,0.88945103,0.93779403,-52.956055,8.9681129,29369.846,1.157726,5.0120859,0.93019998,1.18504,9.4026155,-18.570883,11.039925,10.063034,1587249.4,9.3281155,-20.364929,7.7561321,-55.229633,0.99372202,1.637121,31124.078,46.98777,0.84913701,-22.860273,144109.89,1.016227,8.3572512,-36.205242,7.0503139,136236.88,44.114819,-88.235176,-15.225019,-9.3494387,1.002501,1.057672,38.216366,75185.242,1.170678,10.518325,342850.97,1.113708,3.6871419,0.88304198,4.619122,26584.15,12.440902,7324520.5,15.639326,17.068766,43237.277,77.658058,57.18256,0.96746302
159,1.194869,1.111792,0.82997501,-51.879658,8.1949492,47573.301,1.025456,6.6751771,1.141217,0.89750397,8.0255671,-21.346325,9.7127275,10.616369,4088205.5,7.9620709,-21.327574,12.360494,-58.756691,0.87924302,2.0313361,63731.191,47.298103,1.039722,-21.884041,166998.92,1.156176,6.893095,-38.060452,6.6582918,103970.77,45.088326,-88.179398,-17.773159,-11.144703,1.150234,0.89884597,36.233414,68324.961,0.88578498,8.2250938,127038.23,1.0189641,3.65274,0.99894899,-0.57858503,44230.891,15.861341,7150242,13.342543,19.089108,89568.453,76.637169,62.219795,1.0919189
160,1.159816,1.100215,0.919622,-53.7094,10.050066,28452.029,1.13692,5.8066559,1.195161,1.0379651,7.3566108,-14.231347,10.695347,9.7957602,6207253,9.8137112,-24.508718,8.7563686,-55.665031,1.163708,1.739222,30798.797,48.181713,0.89995301,-22.527569,125886.76,1.0854321,6.870203,-39.127148,7.8647828,137842.39,52.474724,-91.665192,-18.461048,-8.2826443,0.86854899,1.136804,37.417995,61650.605,1.039186,9.6556864,159005.56,0.81447297,4.2129302,1.048947,3.1583979,37857.691,15.785041,6463829,15.026251,16.362766,41854.609,74.510788,136.815,0.957479
161,1.151749,0.95597601,0.81000203,-48.82148,7.6570778,52624.961,1.003785,6.4496779,1.139897,1.034146,7.1813922,-16.996132,10.16394,8.6293917,5836150.5,9.1028214,-24.466827,11.666903,-56.377117,0.86403602,2.07955,42311.066,49.526352,1.081092,-21.149155,143352.31,1.009254,6.5853839,-38.990421,8.006813,71955.688,49.552719,-87.48233,-21.608105,-10.000948,1.1507339,1.028722,38.05724,40300.117,1.079298,9.9767714,116483.15,0.97786498,4.00244,0.94613701,3.463635,43763.551,17.736176,4967223,18.158213,19.282698,76504.672,77.822517,128.97496,1.133991
162,0.98392498,0.80160898,0.98627001,-52.338856,8.7519627,47871.73,1.000962,6.9321628,1.105305,0.93533403,9.9399576,-16.137844,9.3946457,10.45095,6357165,7.188261,-21.088266,14.464104,-55.322063,0.94823599,1.746441,46224.316,47.470444,0.95032603,-23.645861,127005.68,0.96426201,7.239275,-37.009602,7.7763219,102354.65,48.040787,-85.754463,-21.104954,-11.293531,1.061112,0.76618898,34.338036,52627.992,0.97230601,8.2003527,104098.74,1.076112,4.7745938,0.83784598,6.9157848,49728.844,12.489338,6456240,18.838772,19.283073,72483.438,72.905602,59.887459,1.132044
